wallet_provider,wallet_id,balance,monthly_transactions,average_transaction,top_up_frequency,duitnow_qr_usage,user_id
GoPayz,3e760723-e2fd-4619-8402-d320502ba0c7,126.03,29,16.97,8,13,27942f46-bd3b-4912-ba63-e9804e38248b
Boost,7939b4d0-8fc5-45b5-93aa-5e067d2ddea0,492.22,16,46.97,4,14,915f2816-cccf-49cc-a024-f902b925be20
ShopeePay,d79dfcde-798d-46e9-bacf-b669223b14ee,226.63,23,82.35,5,8,915f2816-cccf-49cc-a024-f902b925be20
MAE,ccfaed96-0033-40e2-9d5e-32c15f02acb9,47.15,27,44.94,5,8,915f2816-cccf-49cc-a024-f902b925be20
GrabPay,63b67c9a-9e6e-48d1-b857-7b17eef94b38,31.76,23,60.37,1,14,915f2816-cccf-49cc-a024-f902b925be20
ShopeePay,8a6b014c-99fc-4968-bf14-fe080e07517d,298.34,27,64.88,2,11,9eaccf3e-ccf3-42ef-af11-9dbab68bb9bd
Boost,d5ba15f3-82bf-4798-91cd-5383177a19f3,111.45,16,68.55,6,5,9eaccf3e-ccf3-42ef-af11-9dbab68bb9bd
GrabPay,2178746e-fc69-4352-a5ac-eb7ae314263a,332.04,12,64.51,2,7,9eaccf3e-ccf3-42ef-af11-9dbab68bb9bd
GoPayz,b7ec3f09-0f5c-43c7-8230-cf61246da201,391.87,25,43.03,6,6,9eaccf3e-ccf3-42ef-af11-9dbab68bb9bd
Touch n Go eWallet,fb11cf16-c784-4a9d-8b5b-b5f4cf4404e3,184.42,5,82.28,6,9,569d0f6f-ed4e-4d74-a3ab-abc2bdcb194c
GoPayz,f7e71b30-b914-4d8c-9ff8-22aee16a2191,298.51,5,64.4,4,12,569d0f6f-ed4e-4d74-a3ab-abc2bdcb194c
ShopeePay,e4c652c4-5275-48a2-ab47-304926a8ecea,424.47,21,20.53,2,10,16b7627c-cd36-466c-b0dc-90ace4d33fc3
Touch n Go eWallet,73a5e8e1-7544-4d6c-a1e6-3ab1a28de962,244.29,25,98.66,7,11,16b7627c-cd36-466c-b0dc-90ace4d33fc3
GrabPay,c82e0a85-9098-40d2-bdef-22e1edd90a39,492.54,21,30.84,4,12,16b7627c-cd36-466c-b0dc-90ace4d33fc3
MAE,bf249b44-933a-4275-be84-02acdd450fe2,316.86,7,19.27,8,3,e81461da-4d99-44fe-9f18-e259da8a0328
ShopeePay,35a359e8-f785-4bb5-aa8f-3130e79e75d4,132.72,7,23.83,6,9,e81461da-4d99-44fe-9f18-e259da8a0328
Boost,5747d481-8233-4dd6-9305-d3d1e024f006,290.59,8,56.74,8,14,e81461da-4d99-44fe-9f18-e259da8a0328
GoPayz,e5356ca8-56ef-4c7c-a968-1c8e50d4235d,477.97,8,43.06,5,6,e81461da-4d99-44fe-9f18-e259da8a0328
Boost,82db92e4-a928-48bb-b63d-b141913dfb6b,458.32,20,78.19,7,5,b7b0e2f5-40b6-402d-b515-a58ca43439be
ShopeePay,5e9da1b4-eeb2-4d7c-8a95-40e1c2d3adc3,71.22,25,72.73,1,9,b7b0e2f5-40b6-402d-b515-a58ca43439be
Touch n Go eWallet,81218649-f5c4-456a-beaa-f1b2bc010690,469.99,20,18.53,8,11,00602000-b67b-4d7c-8cf7-3fecd320fd04
GrabPay,3399bb4c-31b3-468c-ae84-2de361231400,21.9,19,68.38,7,11,00602000-b67b-4d7c-8cf7-3fecd320fd04
ShopeePay,bb49e53d-8ef6-443e-a5b0-51650fc388e2,408.79,19,94.82,4,4,00602000-b67b-4d7c-8cf7-3fecd320fd04
Boost,6aed6e04-1068-4587-a6e7-71045d2c3cd5,462.69,25,88.41,8,14,00602000-b67b-4d7c-8cf7-3fecd320fd04
Touch n Go eWallet,faa5a2b7-566e-4afb-8986-a9c81378b947,424.47,14,55.44,4,4,c0f7ec4c-f67a-43c5-bc43-739e957ce369
ShopeePay,945c9497-95c2-459a-b852-34fc6615b58a,100.41,24,84.91,8,3,c0f7ec4c-f67a-43c5-bc43-739e957ce369
GrabPay,c5c3c302-8356-49ac-80b5-7dd7fbb0541a,458.91,8,30.46,1,10,0538b0bd-8020-4d21-aed6-431c680670b2
Touch n Go eWallet,3d414551-4b62-4e43-8ca0-088f54796a9a,282.73,25,72.98,1,3,0538b0bd-8020-4d21-aed6-431c680670b2
Boost,a265e830-ced5-42c0-9025-db92e68a1f71,137.5,17,36.52,4,5,0538b0bd-8020-4d21-aed6-431c680670b2
GoPayz,d2dd61a2-5b3e-46a2-b11b-799bb9a345ca,372.02,19,24.22,5,15,0538b0bd-8020-4d21-aed6-431c680670b2
Boost,12e82712-eb3f-440b-84be-f181297f50e0,145.86,23,50.34,5,8,2fce4b3f-40e8-4b89-8003-652fd68c3f30
Touch n Go eWallet,18e74516-4d8a-4877-8d2d-6bfddb1141ff,64.47,27,67.38,7,7,2fce4b3f-40e8-4b89-8003-652fd68c3f30
Touch n Go eWallet,c89f1e61-03fa-4134-9bb4-3964b3965b25,230.08,30,24.74,8,8,cac414b1-9702-45e5-ba0a-79dc271d1f84
ShopeePay,83ba642e-23fd-4416-8a1c-4865279c15cd,343.52,24,23.31,1,13,cac414b1-9702-45e5-ba0a-79dc271d1f84
GoPayz,583bf38c-fe86-42bc-bb82-98b491de66df,126.75,24,74.05,6,13,cac414b1-9702-45e5-ba0a-79dc271d1f84
GrabPay,312229a5-b599-4f3e-94fb-d79b9db4917c,45.19,22,23.56,5,14,857137e9-0e72-4030-93b4-d9600a097088
GoPayz,2ac197b1-ef65-4319-9625-5d4913a42fc4,252.38,10,39.1,4,4,857137e9-0e72-4030-93b4-d9600a097088
ShopeePay,0a455761-5f61-4ce7-a08b-c984a850680b,196.55,22,65.09,4,4,857137e9-0e72-4030-93b4-d9600a097088
Touch n Go eWallet,e9acacc7-75c8-4a8f-a03c-218563e1bee9,417.25,26,87.76,3,13,857137e9-0e72-4030-93b4-d9600a097088
GoPayz,40e91200-6412-4950-aba9-6ce101f47847,270.2,19,73.66,2,13,9b0c924d-1060-45d5-8d67-3637b6a5894b
MAE,47493095-60eb-4656-a7b1-67a361e9e7be,497.11,30,25.29,8,9,9b0c924d-1060-45d5-8d67-3637b6a5894b
Boost,94e4c77d-23db-4fd2-9a4f-c4604a615303,448.82,28,67.92,6,8,832aaeea-117b-4197-b63f-9e993a7bb2a3
Touch n Go eWallet,c74fc99d-55c2-4714-b04e-208892fd2c30,396.59,10,24.35,2,3,832aaeea-117b-4197-b63f-9e993a7bb2a3
GoPayz,90899806-924c-40a2-9103-8d5135e6f6a4,70.53,7,26.11,3,3,832aaeea-117b-4197-b63f-9e993a7bb2a3
MAE,80019f41-5264-4903-86e4-2925e28a64d8,236.82,19,69.22,3,15,832aaeea-117b-4197-b63f-9e993a7bb2a3
Boost,520011ce-cfab-43ba-a7de-b152f8ee2686,478.11,10,12.95,7,10,cfb808e5-2b97-4fa2-a574-42a0a02a1c4d
GrabPay,13ad1777-4065-49ba-849c-d752d2ee6733,451.18,17,42.95,4,6,cfb808e5-2b97-4fa2-a574-42a0a02a1c4d
MAE,1c7cb8fa-eb80-4031-919f-78c472899adf,358.92,14,23.66,3,5,cfb808e5-2b97-4fa2-a574-42a0a02a1c4d
Boost,35d14954-bced-404d-99bf-47cc920b6868,277.94,26,66.13,2,14,af4a7a14-9171-4472-9fbd-4739da8437b4
ShopeePay,f6ba1131-8571-44e5-93ee-8f4a0cd6a162,337.45,14,40.06,1,13,af4a7a14-9171-4472-9fbd-4739da8437b4
Touch n Go eWallet,5f5b8c4f-579d-41ca-9b6d-e6db7a1aab2c,436.37,18,28.04,2,7,4a228af5-1035-4bb0-a1ae-8194d6e6f0fd
MAE,79d9aba0-f830-4cdd-9cf2-53a5bed999a0,13.81,5,55.83,6,3,4a228af5-1035-4bb0-a1ae-8194d6e6f0fd
Boost,71e353fb-a0ce-4fee-8fd8-9526d070ed18,253.87,9,93.7,6,3,4a228af5-1035-4bb0-a1ae-8194d6e6f0fd
GoPayz,588f6db5-e633-4d88-a974-760fc526fb0d,256.75,7,44.0,6,3,c7e01a23-d333-46eb-8164-006019665eba
Touch n Go eWallet,b228d72f-4c65-41e1-ba52-749704342379,378.82,29,98.25,6,11,c7e01a23-d333-46eb-8164-006019665eba
MAE,917bd448-63a6-41bd-8748-46c805b25fc5,280.67,14,57.08,6,8,c7e01a23-d333-46eb-8164-006019665eba
Boost,b8a5d406-f3aa-4b3a-9ed4-93b8d2804a8e,438.59,15,71.34,1,14,d20cdbea-ee11-4b25-a3dd-f19084d257ab
GrabPay,0cc210d0-80c7-46fc-9d9d-c05ba2a980ba,34.37,5,56.32,8,9,d20cdbea-ee11-4b25-a3dd-f19084d257ab
GoPayz,9b737322-0d44-40c1-8380-fba667530c0e,140.52,13,32.88,1,6,d20cdbea-ee11-4b25-a3dd-f19084d257ab
ShopeePay,242dd4c9-aa62-4b1c-b626-442159a51965,258.94,12,23.38,4,5,ddf1274f-ee5b-452b-8f9e-536487889b58
GoPayz,2d8d04ec-374f-45fa-8e55-1ebfe398a874,335.15,7,20.87,5,14,ddf1274f-ee5b-452b-8f9e-536487889b58
GrabPay,f934b32a-77ab-49a7-8fa7-7a337197924a,363.0,5,48.83,5,14,ddf1274f-ee5b-452b-8f9e-536487889b58
MAE,1e87b94c-4848-4e74-ab61-5982fc4ff65a,336.17,14,89.21,1,11,cd92490b-acc0-477e-84b5-ac0b40d55228
GoPayz,9117e962-6829-4cd2-85e4-b7474d5804f3,81.03,9,33.19,3,8,cd92490b-acc0-477e-84b5-ac0b40d55228
GrabPay,deba3906-1340-4a65-9b62-3d571428549c,308.75,13,65.4,3,9,cd92490b-acc0-477e-84b5-ac0b40d55228
Boost,40f49485-b83e-450f-a154-52c7651e4bfc,25.44,18,39.28,6,11,cd92490b-acc0-477e-84b5-ac0b40d55228
GoPayz,b5fe044a-4764-4f38-9a6a-dd0395e95ad5,301.9,22,88.62,8,5,e19ecebb-3b36-46cd-b92f-f2ecc06f9871
ShopeePay,c324a5cb-4e65-4c8b-93fe-1b12f1137e55,233.62,9,34.81,3,10,e19ecebb-3b36-46cd-b92f-f2ecc06f9871
GrabPay,beea9b55-e6c9-4bc2-9975-ba925ec6326f,457.56,25,44.19,6,12,e19ecebb-3b36-46cd-b92f-f2ecc06f9871
Boost,eb612f2b-1ad6-40f9-bf60-847d227527eb,273.86,28,52.16,8,13,e19ecebb-3b36-46cd-b92f-f2ecc06f9871
ShopeePay,917e2849-fbc7-42ba-b8c6-e065dac4dafe,418.59,26,81.56,3,5,3842efc9-5c4e-4796-9ff9-53403b4b1339
Touch n Go eWallet,6c90a59c-2ada-466b-b0cf-72e2e86c305d,398.42,15,24.65,3,8,3842efc9-5c4e-4796-9ff9-53403b4b1339
ShopeePay,b56a8472-5ff3-49c3-8556-ea3fb51827da,483.4,10,63.98,8,4,5a6b133d-9910-4b62-8b48-d52ab8fe4141
GrabPay,f0338a18-289c-485c-b1f6-f7bdac536065,73.99,17,37.91,1,12,5a6b133d-9910-4b62-8b48-d52ab8fe4141
MAE,1c40d424-b83e-4fd9-ac40-def087793da5,410.58,29,31.67,2,10,5a6b133d-9910-4b62-8b48-d52ab8fe4141
GoPayz,d3718884-7f48-496e-b502-4ec9d6c5a947,13.3,12,44.88,6,5,99b2538e-7b69-4d10-97ae-345138fa61f9
ShopeePay,e3af39b2-4766-484c-ae5a-b9a8fdbe7f7e,474.91,22,62.82,6,15,99b2538e-7b69-4d10-97ae-345138fa61f9
GrabPay,4f693c2e-a4bf-4989-9b70-8c328a47ea51,343.79,7,92.99,5,5,99b2538e-7b69-4d10-97ae-345138fa61f9
Touch n Go eWallet,548c0eba-5768-47b0-b0fe-9c46927ee4d5,406.74,28,44.54,3,4,99b2538e-7b69-4d10-97ae-345138fa61f9
GoPayz,7ddb1efb-7179-4576-8a28-71a991241fc5,219.14,7,17.99,8,11,74fcbad9-cdc5-44e3-b370-7a06bce527c5
GrabPay,05d536e6-e914-41c4-9489-56f61bc5a280,219.78,21,90.34,3,5,74fcbad9-cdc5-44e3-b370-7a06bce527c5
Touch n Go eWallet,d0b04d32-0f0c-4301-8c40-a5e6b130cfd0,493.2,18,41.42,6,6,74fcbad9-cdc5-44e3-b370-7a06bce527c5
Boost,7b0fba77-c779-4a59-b97d-ad233e71e5d0,450.17,16,47.25,4,7,74fcbad9-cdc5-44e3-b370-7a06bce527c5
MAE,3145e3a3-405d-4929-a011-d6d6653976f1,311.56,14,43.44,4,13,f7800c9f-5498-4777-9ff7-b043e7df93ef
GoPayz,6b48e427-bc17-4ff0-94ba-c66a23a2146e,450.02,25,41.02,2,7,f7800c9f-5498-4777-9ff7-b043e7df93ef
ShopeePay,7f0f1b26-9e86-4347-a983-72d6f6e9a79c,180.0,9,15.12,2,13,f7800c9f-5498-4777-9ff7-b043e7df93ef
Boost,3f97e8d0-b026-4f2d-9a67-987e2715f8f3,218.24,12,30.09,8,9,f7800c9f-5498-4777-9ff7-b043e7df93ef
Touch n Go eWallet,618647d5-8a97-45a9-9f9c-58b3d3e67832,430.2,23,36.32,6,4,7b7b435b-2111-485e-b7fe-dcd888ec21f4
GrabPay,1b241f71-1c08-45df-9a3f-27f808d1f053,172.15,23,14.08,3,5,7b7b435b-2111-485e-b7fe-dcd888ec21f4
MAE,d76f747c-7e82-4a16-9a6c-481b1126901f,419.79,24,55.97,3,3,7b7b435b-2111-485e-b7fe-dcd888ec21f4
GoPayz,4eb7df2b-e364-4e5d-bb6d-a8f4320200e0,356.42,28,29.46,5,4,7b7b435b-2111-485e-b7fe-dcd888ec21f4
GrabPay,e0ab3d6f-36e7-41a5-a542-77c1332f88e1,250.28,28,89.01,1,8,92ae61a6-d5f9-4c7b-9cf0-71494d5f4b8e
MAE,d0d18d71-c626-468b-8ea1-cf14afb40bca,196.41,17,78.02,8,14,92ae61a6-d5f9-4c7b-9cf0-71494d5f4b8e
Touch n Go eWallet,5a577e6e-aa62-4690-b537-63ac43dfb08f,123.42,26,94.48,8,10,92ae61a6-d5f9-4c7b-9cf0-71494d5f4b8e
Boost,763bd52b-10aa-44ef-a761-d4a981894585,308.73,16,37.41,8,3,00c0e163-4a67-4f7d-adfd-3a5d515fdf3f
GrabPay,bc28dd38-9b36-4dca-abcf-5e6c93481320,430.91,21,79.73,5,15,00c0e163-4a67-4f7d-adfd-3a5d515fdf3f
GoPayz,61773c25-a5a8-4c0b-80dd-328fda7ce3ce,412.32,13,63.28,2,8,aa54ba0c-aab9-4de6-af3c-52e856389d98
ShopeePay,416b08c0-4009-4567-b6cc-4509f009e513,260.44,5,54.55,7,8,aa54ba0c-aab9-4de6-af3c-52e856389d98
Touch n Go eWallet,bc18d357-de91-436f-bc7a-789e9dec82dd,414.88,21,73.18,2,5,c61eb4e9-4854-4265-ba76-8fe3120a74a0
GoPayz,532b0bb7-3434-45aa-8b51-4fd52246023c,488.78,20,99.31,4,3,c61eb4e9-4854-4265-ba76-8fe3120a74a0
MAE,0113590f-37cd-4b9f-b4e3-cec9b7097934,60.81,30,73.79,5,9,c61eb4e9-4854-4265-ba76-8fe3120a74a0
GrabPay,7fe11522-ce1c-42aa-96b2-1f2bb8c31ca5,178.26,26,67.23,2,11,c61eb4e9-4854-4265-ba76-8fe3120a74a0
MAE,443988bb-b427-4cc2-8bf5-35a36c2164e3,434.34,6,40.63,8,5,c1fced79-72fe-40d9-9b51-e847a9b41198
Boost,243875a3-af39-4924-bb96-5dba95479415,386.82,21,62.74,1,13,c1fced79-72fe-40d9-9b51-e847a9b41198
GoPayz,ef521a46-fea9-4f3e-8004-900cd65396b8,295.27,25,45.97,7,13,c1fced79-72fe-40d9-9b51-e847a9b41198
ShopeePay,f37ed8ac-c3e8-4002-ba2b-e93b8f2aac72,438.96,23,84.1,5,13,733abcbc-928b-45cc-a288-ef4aa5953a03
GoPayz,777e2df0-57b9-4c94-bcbe-9343f8766d37,287.04,16,88.87,6,13,733abcbc-928b-45cc-a288-ef4aa5953a03
GrabPay,54321883-b4eb-4f2f-a3e1-c7b0c489aa23,192.42,9,53.2,3,13,bd60c770-60ed-41be-a0fc-db77ce1b0b77
GoPayz,8ef21ba3-be0b-45c5-a6bf-568fb1f8226a,134.84,20,72.72,8,8,bd60c770-60ed-41be-a0fc-db77ce1b0b77
GrabPay,b6476cef-4493-4874-9cc6-7a698231477d,264.61,6,73.91,3,11,d12be4a3-aa80-4a3b-b242-a68a6545b106
GoPayz,27b46f66-0f2e-4ecd-93f8-fd01799354e6,128.13,29,20.49,2,4,d12be4a3-aa80-4a3b-b242-a68a6545b106
MAE,c2cdcf93-f890-4a41-bad7-5f517787a4f7,479.2,8,18.93,6,6,d12be4a3-aa80-4a3b-b242-a68a6545b106
GrabPay,04133190-cc89-4c6a-ae17-b1ce5c6d9ab6,396.07,18,34.66,4,9,33856d8c-b905-470d-a089-d11080758773
ShopeePay,21e82f6d-e2cd-407c-9e32-6e5d2c5bc497,387.57,29,69.63,3,5,33856d8c-b905-470d-a089-d11080758773
GoPayz,ac50fcd5-92d4-4e2d-8bd7-16e1633df534,408.74,6,55.02,7,3,32a092f5-3212-4863-81d7-8c1c324cdcf8
Boost,bf3af7af-383d-4b31-a7c7-72dd085830b8,185.29,11,39.6,7,4,32a092f5-3212-4863-81d7-8c1c324cdcf8
Boost,9aff49f4-1858-4510-a250-8b29c36f9408,283.06,9,77.72,6,6,a0fc9db4-ee3a-43b3-8de6-90fdad3bd7d1
GoPayz,3a718df9-646b-4a63-9f51-f64d5d52af19,69.05,8,78.57,7,9,a0fc9db4-ee3a-43b3-8de6-90fdad3bd7d1
MAE,5a299510-0d67-4e29-91e1-80b4c2c2f7c3,104.04,24,20.45,5,8,a0fc9db4-ee3a-43b3-8de6-90fdad3bd7d1
GrabPay,abc1319f-55e3-4c80-ae9b-e6d380ebdf85,119.22,8,75.34,5,15,5e5d417a-c84f-4310-991e-a5b53be1c57a
GoPayz,aa1f2020-ddd0-4dc9-9fe4-06eaada345f9,480.02,9,94.89,4,13,5e5d417a-c84f-4310-991e-a5b53be1c57a
ShopeePay,2845200a-fe9f-4451-936f-e175eff2b265,297.9,20,20.7,1,4,5e5d417a-c84f-4310-991e-a5b53be1c57a
Touch n Go eWallet,d030dac3-8753-40a4-87af-d228c995e164,180.37,28,22.27,8,14,5e5d417a-c84f-4310-991e-a5b53be1c57a
Touch n Go eWallet,29c7f669-0c35-4551-b4bb-3409e45c50fc,97.95,28,99.16,3,5,8a0157fb-8929-4c14-b213-c1097b58558d
MAE,35dd1b62-b387-47a0-8387-d4b32cc8ff29,488.61,25,25.76,6,9,8a0157fb-8929-4c14-b213-c1097b58558d
ShopeePay,0f55de9f-ac6a-440b-ad7e-82d48e34a9b5,139.53,23,16.52,2,7,8f89d9b3-8601-4159-b714-01aad8992cf2
Boost,bac8e243-2b10-408b-bef6-872b0bed3bd7,85.27,28,92.17,8,8,8f89d9b3-8601-4159-b714-01aad8992cf2
Boost,bd30b7da-3d2f-42fb-a7d0-5e1536fe210e,399.94,15,73.11,1,4,a76eaa54-08ac-48fd-bcde-4e7b6421c052
ShopeePay,33f99370-98e8-4e49-b1d3-843724f2996d,302.61,27,83.2,3,13,a76eaa54-08ac-48fd-bcde-4e7b6421c052
Touch n Go eWallet,66d775df-1345-49d8-ad41-ade785656752,424.05,21,71.24,8,6,a76eaa54-08ac-48fd-bcde-4e7b6421c052
MAE,a85d255e-3a57-4854-a32e-05ec10d82299,228.72,5,87.67,2,5,f1264064-5517-4e96-a8de-e50bc11b05ca
Boost,f7c1245f-9063-4111-b91a-f37dbe11bd3b,402.57,12,24.51,3,9,f1264064-5517-4e96-a8de-e50bc11b05ca
GrabPay,238c3d78-32af-4038-a5b3-f1cfffcfab9f,439.17,26,47.43,5,5,8a3f1945-e424-46b9-a537-62fe1c4e29d1
Touch n Go eWallet,5aa92424-c5f0-4b48-a3c0-a32b94eb123f,285.96,18,68.19,6,14,8a3f1945-e424-46b9-a537-62fe1c4e29d1
GrabPay,1a8c8e51-5556-4c8c-ad4b-7e48545b015d,453.81,28,59.87,5,4,b8f69632-465c-4f37-af11-73d5afe9be6a
GoPayz,58cbfaff-e0a8-4a58-993f-77f30b505734,22.57,21,59.37,4,11,b8f69632-465c-4f37-af11-73d5afe9be6a
ShopeePay,8a08044a-ce6a-45a2-87dd-0d7487e0dd2e,298.18,20,93.93,1,10,b8f69632-465c-4f37-af11-73d5afe9be6a
GrabPay,b41cbaa8-243c-4933-807a-e82a9ad4fb6f,343.25,19,39.39,1,5,9f2596ad-8d79-4536-82e9-8baa5c7f7925
ShopeePay,5908ece4-f5a2-4f36-af24-75e68bb8db20,342.7,27,61.39,4,4,9f2596ad-8d79-4536-82e9-8baa5c7f7925
ShopeePay,22d98536-b837-4243-82df-b09e40fe8ea6,296.25,14,64.57,7,3,e5bdbba4-bee4-40ca-b303-c0e5be7ea0b7
MAE,e37d5119-e2b9-4cb2-9871-dde0029dd4bc,245.93,14,33.77,3,10,e5bdbba4-bee4-40ca-b303-c0e5be7ea0b7
Touch n Go eWallet,2abe7227-0cb6-4b60-b4df-c84544650a4d,387.3,22,26.66,1,5,e5bdbba4-bee4-40ca-b303-c0e5be7ea0b7
GoPayz,abe4a918-ec8e-4498-929d-dfdd5664750d,441.6,10,66.76,4,9,e5bdbba4-bee4-40ca-b303-c0e5be7ea0b7
Touch n Go eWallet,7becc48d-575d-4fe7-b436-ff1d384ee617,55.63,17,83.99,8,8,35305eee-3d0f-40e4-9786-762d36339665
ShopeePay,f7ed6f91-80f0-4ef3-ab82-3a7b1a1c886f,84.6,16,53.37,4,4,35305eee-3d0f-40e4-9786-762d36339665
GrabPay,66f31548-7468-479f-9a5c-c1b79bd5226e,462.13,15,68.46,5,8,35305eee-3d0f-40e4-9786-762d36339665
GrabPay,811bfcf3-ad7a-4a21-8d8e-aa9418c01928,499.95,26,52.04,7,5,8da92171-49c2-42fd-bf6a-e3e29cd2893d
GoPayz,4907c30d-822e-4789-8512-1623398df9fd,141.33,7,98.33,4,10,8da92171-49c2-42fd-bf6a-e3e29cd2893d
ShopeePay,a9afe8c3-3237-40bc-8b62-d7df8b20ebe4,422.43,27,38.59,3,8,8da92171-49c2-42fd-bf6a-e3e29cd2893d
Touch n Go eWallet,3e915330-34ba-4a13-b3a7-8078ab2be7a6,157.91,10,46.3,2,11,8da92171-49c2-42fd-bf6a-e3e29cd2893d
MAE,69809a96-9c6c-4372-bb0f-5af791a80dc5,320.22,26,37.45,3,3,0512feca-5e84-4217-8e8e-8fe2516104ee
Touch n Go eWallet,a9acfdd7-dfc1-49ae-b19d-dd487a745119,56.97,14,43.67,3,12,0512feca-5e84-4217-8e8e-8fe2516104ee
ShopeePay,aa4df81d-6191-4d94-b55e-32705361c859,136.55,16,49.34,7,13,4ff813b0-3506-4edd-a492-19aafdfe69a9
Boost,2d66e2df-dbb6-4485-a15a-79befe3c9b2f,104.27,10,11.99,3,15,4ff813b0-3506-4edd-a492-19aafdfe69a9
Touch n Go eWallet,becf4b21-c7a7-4b5f-a592-4e6ac85748cc,436.4,20,50.87,3,15,4ff813b0-3506-4edd-a492-19aafdfe69a9
ShopeePay,38772ed5-001d-4d4e-ad0d-93d87ddd8d32,200.15,11,95.86,8,11,21aba3de-d392-4250-8b1b-fcc23f8790ae
GrabPay,6ff27c5b-5381-42f2-a401-d16f792f7756,473.82,8,55.04,5,5,21aba3de-d392-4250-8b1b-fcc23f8790ae
Touch n Go eWallet,3dc9a8db-6518-4538-b90f-85eff3846896,464.92,5,76.88,1,12,21aba3de-d392-4250-8b1b-fcc23f8790ae
MAE,2c16d912-f11e-4b28-a50e-a43232fca88c,455.22,6,23.36,3,10,21aba3de-d392-4250-8b1b-fcc23f8790ae
MAE,9baec236-45eb-4f39-a69c-31d7a12b8e48,214.96,24,78.82,7,7,444c2ef0-de17-4026-86fd-c8d877e3ecd0
ShopeePay,285d581f-589e-41a8-baa8-d6b2ad79e819,447.13,12,68.34,1,12,444c2ef0-de17-4026-86fd-c8d877e3ecd0
GoPayz,e47685fe-be42-4319-a09e-81b97bcb98ec,259.44,12,92.95,4,8,444c2ef0-de17-4026-86fd-c8d877e3ecd0
MAE,0505d29c-225a-4f98-9694-2e3af2370f5a,170.0,28,21.97,6,7,4be46443-94a3-4e5b-9d00-fd5555b21726
Boost,7d09e71f-a9e7-4768-a28a-e3939656317b,202.9,18,75.53,2,5,4be46443-94a3-4e5b-9d00-fd5555b21726
ShopeePay,f564028d-3686-4503-8830-519dce4d7f3d,48.96,10,48.44,1,10,4be46443-94a3-4e5b-9d00-fd5555b21726
GrabPay,a5c2350c-afe1-4b9e-8f35-80f61f668e92,457.39,10,20.56,3,13,4be46443-94a3-4e5b-9d00-fd5555b21726
Touch n Go eWallet,2a2d8623-d00b-4578-9ab9-88f4c57716e7,29.65,9,47.49,5,12,cdf0639b-c20f-45e9-91b2-32e41457b469
GoPayz,8266bdda-9585-48d2-81b7-f838143978e9,421.77,8,96.18,7,6,cdf0639b-c20f-45e9-91b2-32e41457b469
Touch n Go eWallet,dad04b49-d016-42a1-8c66-37af2f8fb6e6,163.58,20,69.09,7,14,27169278-5daa-4e1a-8080-fa1842ecbf67
GoPayz,9c8846eb-504f-4700-95ce-97a8feae2b8b,44.21,17,58.44,3,7,27169278-5daa-4e1a-8080-fa1842ecbf67
GrabPay,e2c95ef2-78ea-481a-b13f-628e789bb4fd,169.85,13,73.57,1,12,98ca46e8-dc3e-4f45-8107-f17e3086c10c
ShopeePay,f41f3e0b-1897-4298-9fd2-5f507aa59329,111.07,27,60.59,4,6,98ca46e8-dc3e-4f45-8107-f17e3086c10c
Touch n Go eWallet,cdb2692f-3f43-4489-a118-412361abb2e3,219.2,23,94.52,2,8,98ca46e8-dc3e-4f45-8107-f17e3086c10c
ShopeePay,2321501b-73c7-45e8-9c02-5930e1d93066,328.44,11,15.21,4,7,83e18439-1fff-43aa-80f6-48d51492fdb5
MAE,2f8d28db-91e6-4336-a7a3-bd3600204108,270.24,7,77.64,3,14,83e18439-1fff-43aa-80f6-48d51492fdb5
MAE,791636d0-8875-4d05-b937-9f21ab6a61aa,179.79,22,27.04,3,7,34a41733-5d66-4d34-95ee-5906679b4e32
Touch n Go eWallet,3eb5fb85-eb28-4e0a-8312-9cb1195423dc,149.09,14,45.37,3,3,34a41733-5d66-4d34-95ee-5906679b4e32
GoPayz,d5d0d496-fed2-4e05-b9c7-8dc5a6bfac6d,420.19,21,73.5,2,3,34a41733-5d66-4d34-95ee-5906679b4e32
MAE,caa5bf7e-6e85-4a4a-8391-f99cd92a2b91,308.62,19,10.37,4,3,b582112e-cbeb-4222-9716-f82d6e1ea30b
ShopeePay,f1d94d2f-d66f-4d04-a55a-8f9626a1c632,469.49,6,95.99,4,10,b582112e-cbeb-4222-9716-f82d6e1ea30b
GrabPay,2ccace39-9262-4002-8acc-336fc13d4a4f,216.27,28,93.02,6,9,b582112e-cbeb-4222-9716-f82d6e1ea30b
Touch n Go eWallet,8292c8a2-4080-4f46-b9dc-7d4101343ffc,396.74,16,31.78,7,12,d84841b9-4b02-46d0-b361-079f6894e72c
Boost,bf712e5d-a915-4639-9c10-8a181f3a9714,122.27,28,64.67,8,15,d84841b9-4b02-46d0-b361-079f6894e72c
GrabPay,526b90c8-d5d8-433e-bb60-4e51392d37f0,83.76,12,78.4,8,8,6f1b29ab-396a-4613-ac3e-60418bce3644
MAE,058078d0-fb50-41cf-88aa-682353110e99,139.98,12,55.9,6,15,6f1b29ab-396a-4613-ac3e-60418bce3644
Boost,dd7047cd-3832-4f64-a549-9e2a2ce6bd19,349.42,30,44.44,7,10,51f991cc-6961-4360-8082-800d8114bba2
GrabPay,d7b18213-7cc4-41f1-a700-f7f2bb8c810b,75.1,7,35.43,7,3,51f991cc-6961-4360-8082-800d8114bba2
